index,Обозначение,a_,D,d_1_,d_2_,l_,L,f_,q_,z,Конус_Морзе,Исполнение,fi_,type_cutter_,mat_,type_of_cutting_part_,Группа,Тип_инструмента,Стандарт,D_1,f_доп._,D_доп.,P,l_номин._,d_,d_доп._,d_1_доп._,Направление,B,c_,c_доп._,h_,R,R_доп.,m_n0_,L_доп.,K,K_доп.,Точность,D_2,l_1_,f_откл._,g_,g_откл._,zxd_xD,z_0_,Серия,Точность_паза,m_0_,Подгруппа,h_доп._,m_,Метрический_хвостовик,b_,S,t_,d_0_,l_доп._,omega_,l_2_,r_,r_доп._,B_доп.,H,omega_u_,D_откл.,c_общего_назначения_,c_для_шпоночных_пазов_,Конус_метрический,alpha_
2898,2250-0003,,50.0,27.0,,,,1.0,,14.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,16.0,H17,не менее,,5.0,0.2,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2899,2250-0004,,50.0,27.0,,,,1.0,,14.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,16.0,H17,не менее,,6.0,0.2,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,2250-0005,,63.0,34.0,,,,1.0,,16.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,22.0,H17,не менее,,5.0,0.2,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2901,2250-0006,,63.0,34.0,,,,1.0,,16.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,22.0,H17,не менее,,6.0,0.2,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2902,2250-0007,,63.0,34.0,,,,1.0,,16.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,22.0,H17,не менее,,8.0,0.2,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2903,2250-0008,,80.0,41.0,,,,1.5,,18.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,27.0,H17,не менее,,8.0,0.2,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,2250-0009,,80.0,41.0,,,,1.5,,18.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,27.0,H17,не менее,,10.0,0.3,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2905,2250-0010,,80.0,41.0,,,,1.5,,18.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,27.0,H17,не менее,,12.0,0.3,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2906,2250-0011,,100.0,47.0,,,,1.5,,20.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,32.0,H17,не менее,,10.0,0.3,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2907,2250-0012,,100.0,47.0,,,,1.5,,20.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,32.0,H17,не менее,,12.0,0.3,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2908,2250-0013,,100.0,47.0,,,,1.5,,20.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,32.0,H17,не менее,,14.0,0.3,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2909,2250-0014,,100.0,47.0,,,,1.5,,20.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,32.0,H17,не менее,,16.0,0.3,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2910,2250-0015,,125.0,47.0,,,,1.5,,22.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,32.0,H17,не менее,,8.0,0.2,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2911,2250-0016,,125.0,47.0,,,,1.5,,22.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,32.0,H17,не менее,,12.0,0.3,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,2250-0017,,125.0,47.0,,,,1.5,,22.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,32.0,H17,не менее,,16.0,0.3,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2913,2250-0018,,125.0,47.0,,,,1.5,,22.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,32.0,H17,не менее,,20.0,0.5,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2914,2250-0019,,125.0,47.0,,,,1.5,,22.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,32.0,H17,не менее,,25.0,0.5,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2915,2250-0051,,50.0,27.0,,,4.0,,,12.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,16.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2916,2250-0052,,50.0,27.0,,,5.0,,,12.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,16.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2917,2250-0053,,50.0,27.0,,,6.0,,,12.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,16.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2918,2250-0054,,63.0,34.0,,,5.0,,,12.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,22.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2919,2250-0055,,63.0,34.0,,,6.0,,,12.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,22.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2920,2250-0056,,63.0,34.0,,,7.0,,,12.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,22.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2921,2250-0057,,63.0,34.0,,,8.0,,,12.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,22.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2922,2250-0058,,80.0,41.0,,,7.0,,,12.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,27.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2923,2250-0059,,80.0,41.0,,,8.0,,,12.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,27.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2924,2250-0060,,80.0,41.0,,,10.0,,,12.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,27.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2925,2250-0061,,80.0,41.0,,,12.0,,,12.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,27.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2926,2250-0062,,100.0,47.0,,,10.0,,,14.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,32.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2927,2250-0063,,100.0,47.0,,,12.0,,,14.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,32.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2928,2250-0064,,100.0,47.0,,,14.0,,,14.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,32.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2929,2250-0065,,100.0,47.0,,,16.0,,,14.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,32.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2930,2250-0101,,50.0,27.0,,,,1.0,,14.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,16.0,H17,не менее,,8.0,0.2,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2931,2250-0102,,50.0,27.0,,,,1.0,,14.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,16.0,H17,не менее,,10.0,0.3,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2932,2250-0103,,63.0,34.0,,,,1.0,,16.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,22.0,H17,не менее,,4.0,0.1,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2933,2250-0104,,63.0,34.0,,,,1.0,,16.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,22.0,H17,не менее,,10.0,0.3,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,2250-0105,,63.0,34.0,,,,1.0,,16.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,22.0,H17,не менее,,12.0,0.3,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2935,2250-0106,,63.0,34.0,,,,1.0,,16.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,22.0,H17,не менее,,14.0,0.3,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2936,2250-0107,,80.0,41.0,,,,1.5,,18.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,27.0,H17,не менее,,5.0,0.2,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2937,2250-0108,,80.0,41.0,,,,1.5,,18.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,27.0,H17,не менее,,6.0,0.2,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2938,2250-0109,,80.0,41.0,,,,1.5,,18.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,27.0,H17,не менее,,14.0,0.3,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2939,2250-0111,,80.0,41.0,,,,1.5,,18.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,27.0,H17,не менее,,16.0,0.3,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,2250-0112,,80.0,41.0,,,,1.5,,18.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,27.0,H17,не менее,,18.0,0.3,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2941,2250-0113,,100.0,47.0,,,,1.5,,20.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,32.0,H17,не менее,,6.0,0.2,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2942,2250-0114,,100.0,47.0,,,,1.5,,20.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,32.0,H17,не менее,,8.0,0.3,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2943,2250-0115,,100.0,47.0,,,,1.5,,22.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,32.0,H17,не менее,,18.0,0.3,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,2250-0116,,100.0,47.0,,,,1.5,,22.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,32.0,H17,не менее,,20.0,0.5,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2945,2250-0117,,100.0,47.0,,,,1.5,,22.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,32.0,H17,не менее,,22.0,0.5,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946,2250-0118,,100.0,47.0,,,,1.5,,22.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,32.0,H17,не менее,,25.0,0.5,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,2250-0119,,125.0,47.0,,,,1.5,,22.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,32.0,H17,не менее,,10.0,0.3,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2948,2250-0121,,125.0,47.0,,,,1.5,,22.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,32.0,H17,не менее,,14.0,0.3,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2949,2250-0122,,125.0,47.0,,,,1.5,,22.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,32.0,H17,не менее,,18.0,0.3,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2950,2250-0123,,125.0,47.0,,,,1.5,,22.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,32.0,H17,не менее,,22.0,0.5,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2951,2250-0124,,160.0,55.0,,,,1.5,,24.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,40.0,H17,не менее,,10.0,0.3,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,2250-0125,,160.0,55.0,,,,1.5,,24.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,40.0,H17,не менее,,12.0,0.3,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2953,2250-0126,,160.0,55.0,,,,1.5,,24.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,40.0,H17,не менее,,14.0,0.3,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2954,2250-0127,,160.0,55.0,,,,1.5,,24.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,40.0,H17,не менее,,16.0,0.3,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2955,2250-0128,,160.0,55.0,,,,1.5,,24.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,40.0,H17,не менее,,18.0,0.3,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2956,2250-0129,,160.0,55.0,,,,1.5,,24.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,40.0,H17,не менее,,20.0,0.5,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2957,2250-0131,,160.0,55.0,,,,1.5,,24.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,40.0,H17,не менее,,22.0,0.5,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2958,2250-0132,,160.0,55.0,,,,1.5,,24.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,40.0,H17,не менее,,25.0,0.5,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2959,2250-0133,,160.0,55.0,,,,1.5,,24.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,40.0,H17,не менее,,28.0,0.5,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2960,2250-0134,,160.0,55.0,,,,1.5,,24.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,40.0,H17,не менее,,32.0,0.5,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2961,2250-0135,,200.0,55.0,,,,1.5,,26.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,40.0,H17,не менее,,12.0,0.3,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2962,2250-0136,,200.0,55.0,,,,1.5,,26.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,40.0,H17,не менее,,14.0,0.3,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2963,2250-0137,,200.0,55.0,,,,1.5,,26.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,40.0,H17,не менее,,16.0,0.3,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2964,2250-0138,,200.0,55.0,,,,1.5,,26.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,40.0,H17,не менее,,18.0,0.3,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2965,2250-0139,,200.0,55.0,,,,1.5,,26.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,40.0,H17,не менее,,20.0,0.5,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2966,2250-0141,,200.0,55.0,,,,1.5,,26.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,40.0,H17,не менее,,22.0,0.5,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2967,2250-0142,,200.0,55.0,,,,1.5,,26.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,40.0,H17,не менее,,25.0,0.5,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2968,2250-0143,,200.0,55.0,,,,1.5,,26.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,40.0,H17,не менее,,28.0,0.5,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2969,2250-0144,,200.0,55.0,,,,2.0,,26.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,40.0,H17,не менее,,32.0,0.5,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2970,2250-0145,,200.0,55.0,,,,2.0,,26.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,40.0,H17,не менее,,36.0,0.8,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2971,2250-0146,,200.0,55.0,,,,2.0,,26.0,,,90.0,Дисковая,0.1,1.0,,Фреза,ГОСТ 3964-69,,не более,js16,,,40.0,H17,не менее,,40.0,0.8,не более,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2972,2250-0251,,50.0,27.0,,,8.0,,,12.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,16.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2973,2250-0252,,50.0,27.0,,,10.0,,,12.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,16.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2974,2250-0253,,63.0,34.0,,,4.0,,,12.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,22.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2975,2250-0254,,63.0,34.0,,,10.0,,,12.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,22.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2976,2250-0255,,63.0,34.0,,,12.0,,,12.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,22.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2977,2250-0256,,63.0,34.0,,,14.0,,,12.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,22.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2978,2250-0257,,80.0,41.0,,,5.0,,,12.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,27.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2979,2250-0258,,80.0,41.0,,,6.0,,,12.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,27.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2980,2250-0259,,80.0,41.0,,,14.0,,,12.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,27.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2981,2250-0261,,80.0,41.0,,,16.0,,,12.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,27.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2982,2250-0262,,80.0,41.0,,,18.0,,,12.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,27.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2983,2250-0263,,100.0,47.0,,,6.0,,,14.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,32.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2984,2250-0264,,100.0,47.0,,,8.0,,,14.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,32.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2985,2250-0265,,100.0,47.0,,,18.0,,,14.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,32.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2986,2250-0266,,100.0,47.0,,,20.0,,,14.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,32.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2987,2250-0267,,100.0,47.0,,,22.0,,,14.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,32.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2988,2250-0268,,100.0,47.0,,,25.0,,,14.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,32.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2989,2250-0269,,125.0,47.0,,,8.0,,,16.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,32.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2990,2250-0271,,125.0,47.0,,,10.0,,,16.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,32.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2991,2250-0272,,125.0,47.0,,,12.0,,,16.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,32.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2992,2250-0273,,125.0,47.0,,,14.0,,,16.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,32.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2993,2250-0274,,125.0,47.0,,,16.0,,,16.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,32.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
2994,2250-0275,,125.0,47.0,,,18.0,,,16.0,,,90.0,Пазовая,"0, 1",1.0,,Фреза,ГОСТ 8543-71,,,js16,,,32.0,H7,не менее,,,,,,,,,,,,,,,,,,,,,"Н9, Р9, N9",,,,,,,,,,,,,,,,,,,,,,
